status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,nivel_severitate
ON,Furtuna,50.0271,400.0,483,505,2
ON,Senin,50.0,400.0,483,467,0
ON,Viscol,49.8591,390.0,498,491,3
ON,Senin,50.0,400.0,509,476,0
ON,Tornada,50.377,350.0,486,482,4
ON,Senin,50.0,400.0,511,498,0
ON,Senin,50.0043,400.0,515,455,1
ON,Senin,50.0,400.0,502,501,0
ON,Senin,50.0,400.0,510,502,0
ON,Senin,50.0,400.0,483,504,0
ON,Senin,50.0,400.0,481,456,0
ON,Furtuna,49.947,400.0,488,479,2
ON,Senin,50.0,400.0,500,498,0
ON,Senin,50.0172,400.0,512,455,1
ON,Senin,50.0,400.0,498,478,0
ON,Senin,50.0,400.0,512,476,0
ON,Senin,50.0,400.0,511,488,0
ON,Senin,50.0,400.0,510,478,0
ON,Senin,50.0,400.0,490,476,0
ON,Senin,50.013,400.0,506,500,1
ON,Senin,50.0,400.0,493,505,0
ON,Senin,50.0,400.0,510,452,0
ON,Senin,50.004,400.0,483,474,1
ON,Senin,50.0,400.0,485,476,0
ON,Senin,50.0,400.0,499,502,0
ON,Furtuna,49.9463,400.0,506,458,2
ON,Senin,50.0,400.0,482,451,0
ON,Senin,50.0,400.0,506,466,0
ON,Senin,50.0,400.0,484,473,0
ON,Senin,50.0069,400.0,483,476,1
ON,Senin,50.0,400.0,514,466,0
ON,Senin,50.0007,400.0,496,507,1
ON,Senin,50.0,400.0,496,475,0
ON,Senin,50.0,400.0,498,481,0
ON,Senin,50.0,400.0,486,461,0
ON,Senin,50.0,400.0,494,487,0
ON,Furtuna,49.9807,400.0,496,486,2
ON,Senin,49.9893,400.0,516,501,1
ON,Senin,50.0,400.0,496,488,0
ON,Senin,50.0,400.0,507,494,0
ON,Senin,50.0,400.0,515,474,0
ON,Senin,50.0073,400.0,507,457,1
ON,Senin,50.0,400.0,512,483,0
ON,Furtuna,49.99,400.0,487,490,2
ON,Senin,50.0,400.0,512,493,0
ON,Senin,50.0,400.0,489,470,0
ON,Senin,49.9919,400.0,501,450,1
ON,Viscol,50.1496,390.0,512,452,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,50.0197,400.0,519,476,2
ON,Furtuna,49.9873,400.0,510,480,2
ON,Senin,50.0,400.0,516,459,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,499,483,0
ON,Furtuna,49.971,400.0,493,465,2
ON,Viscol,50.0069,390.0,514,450,3
ON,Senin,50.0,400.0,516,455,0
ON,Furtuna,49.9939,400.0,519,490,2
ON,Senin,50.0,400.0,495,475,0
ON,Senin,50.0,400.0,489,491,0
ON,Viscol,49.8776,390.0,514,472,3
ON,Senin,50.0,400.0,484,499,0
ON,Furtuna,49.9706,400.0,484,465,2
ON,Senin,50.0,400.0,490,461,0
ON,Furtuna,49.9982,400.0,489,470,2
ON,Furtuna,49.9892,400.0,519,469,2
ON,Senin,50.0,400.0,484,462,0
ON,Senin,49.9843,400.0,519,464,1
ON,Senin,50.0,400.0,483,469,0
ON,Senin,50.0,400.0,495,502,0
ON,Furtuna,50.0265,400.0,513,487,2
ON,Senin,50.0,400.0,517,457,0
ON,Senin,49.995,400.0,480,454,1
ON,Viscol,50.0601,390.0,490,488,3
ON,Senin,50.0,400.0,506,469,0
ON,Senin,50.0,400.0,507,481,0
ON,Senin,50.0,400.0,509,463,0
ON,Senin,50.0,400.0,519,481,0
ON,Senin,50.0,400.0,505,463,0
ON,Senin,50.0,400.0,500,454,0
ON,Senin,49.9861,400.0,517,477,1
ON,Senin,50.0,400.0,519,500,0
ON,Senin,50.0,400.0,508,480,0
ON,Senin,50.0,400.0,488,475,0
ON,Senin,50.0,400.0,489,504,0
ON,Furtuna,50.0488,400.0,480,484,2
ON,Viscol,50.0193,390.0,498,483,3
ON,Senin,50.0136,400.0,501,450,1
ON,Senin,50.0129,400.0,507,475,1
ON,Senin,49.9826,400.0,492,463,1
ON,Senin,50.0,400.0,500,452,0
ON,Senin,50.0,400.0,494,498,0
ON,Senin,50.0,400.0,503,475,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,481,480,0
ON,Furtuna,49.9863,400.0,500,469,2
ON,Senin,50.0,400.0,492,504,0
ON,Furtuna,49.921,400.0,511,467,2
ON,Senin,50.0,400.0,489,460,0
ON,Senin,50.0,400.0,495,472,0
ON,Senin,50.0,400.0,518,471,0
ON,Senin,50.0,400.0,497,492,0
ON,Senin,50.0,400.0,484,460,0
ON,Senin,50.0,400.0,492,483,0
ON,Viscol,50.0485,390.0,481,505,3
ON,Tornada,50.0591,350.0,513,457,4
ON,Senin,50.0,400.0,497,479,0
ON,Senin,50.0,400.0,496,500,0
ON,Furtuna,50.0491,400.0,516,466,2
ON,Senin,50.0034,400.0,510,450,1
ON,Senin,50.0,400.0,509,487,0
ON,Senin,50.0121,400.0,510,490,1
ON,Senin,50.0,400.0,487,479,0
ON,Tornada,49.7986,350.0,504,504,4
ON,Senin,50.0,400.0,481,504,0
ON,Senin,50.0,400.0,519,492,0
ON,Senin,50.0,400.0,495,476,0
ON,Viscol,50.0316,390.0,514,460,3
ON,Senin,50.0194,400.0,514,482,1
ON,Senin,50.0,400.0,485,465,0
ON,Senin,50.0081,400.0,514,471,1
ON,Senin,50.0,400.0,515,507,0
ON,Tornada,50.4213,350.0,504,469,4
ON,Senin,50.0,400.0,515,498,0
ON,Senin,50.0,400.0,515,455,0
ON,Senin,50.0,400.0,483,498,0
ON,Senin,50.0,400.0,502,500,0
ON,Senin,50.0,400.0,480,472,0
ON,Senin,50.0,400.0,508,470,0
ON,Furtuna,49.9892,400.0,502,506,2
ON,Senin,50.0,400.0,515,485,0
ON,Senin,50.0169,400.0,514,482,1
ON,Senin,50.0,400.0,490,488,0
ON,Senin,50.0,400.0,491,458,0
ON,Senin,50.0,400.0,503,479,0
ON,Senin,50.0,400.0,518,505,0
ON,Tornada,49.7561,350.0,490,503,4
ON,Senin,50.0,400.0,485,500,0
ON,Senin,50.0,400.0,495,463,0
ON,Senin,49.9823,400.0,483,492,1
ON,Viscol,50.1422,390.0,481,455,3
ON,Senin,50.0,400.0,488,490,0
ON,Senin,50.0,400.0,483,481,0
ON,Senin,50.0,400.0,497,470,0
ON,Viscol,50.1334,390.0,516,469,3
ON,Senin,50.0,400.0,515,456,0
ON,Senin,50.0171,400.0,518,469,1
ON,Senin,50.0,400.0,490,506,0
ON,Senin,50.0,400.0,503,491,0
ON,Senin,49.9932,400.0,501,450,1
ON,Senin,50.0,400.0,480,478,0
ON,Senin,50.0,400.0,515,484,0
ON,Furtuna,50.0545,400.0,512,497,2
ON,Furtuna,50.0601,400.0,493,503,2
ON,Senin,49.9823,400.0,490,466,1
ON,Senin,50.0,400.0,504,472,0
ON,Senin,50.0,400.0,516,459,0
ON,Viscol,49.8503,390.0,508,496,3
ON,Senin,50.0,400.0,480,490,0
ON,Senin,50.0,400.0,490,474,0
ON,Senin,49.9917,400.0,508,476,1
ON,Furtuna,50.0137,400.0,506,452,2
ON,Senin,50.0,400.0,492,452,0
ON,Senin,49.9852,400.0,494,495,1
ON,Senin,50.0,400.0,480,509,0
ON,Senin,50.0,400.0,518,453,0
ON,Senin,50.0,400.0,513,461,0
ON,Senin,50.0197,400.0,505,491,1
ON,Senin,50.0,400.0,485,493,0
ON,Senin,50.0,400.0,480,462,0
ON,Senin,50.0,400.0,515,475,0
ON,Senin,50.0,400.0,506,503,0
ON,Senin,50.0,400.0,483,486,0
ON,Senin,50.0032,400.0,487,492,1
ON,Senin,50.0,400.0,508,507,0
ON,Senin,50.0,400.0,487,507,0
ON,Senin,49.9909,400.0,486,501,1
ON,Furtuna,49.9255,400.0,481,495,2
ON,Senin,50.0,400.0,509,485,0
ON,Senin,50.0179,400.0,517,455,1
ON,Senin,50.0,400.0,491,464,0
ON,Tornada,49.9747,350.0,505,482,4
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,497,504,0
ON,Senin,49.9959,400.0,509,457,1
ON,Senin,50.0,400.0,507,489,0
ON,Senin,50.0,400.0,504,456,0
ON,Senin,50.0,400.0,494,453,0
ON,Senin,50.0,400.0,483,485,0
ON,Senin,50.0,400.0,496,498,0
ON,Senin,50.0,400.0,509,478,0
ON,Furtuna,49.9461,400.0,514,482,2
ON,Senin,50.0,400.0,491,494,0
ON,Senin,50.0,400.0,500,483,0
ON,Senin,50.0,400.0,502,481,0
ON,Senin,49.9974,400.0,498,492,1
ON,Senin,50.0,400.0,506,502,0
ON,Senin,50.0,400.0,484,457,0
ON,Senin,50.0033,400.0,487,495,1
ON,Viscol,50.0943,390.0,498,470,3
ON,Senin,50.0,400.0,510,453,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,490,454,0
ON,Tornada,50.2204,350.0,488,505,4
ON,Tornada,50.0161,350.0,512,458,4
ON,Viscol,50.1429,390.0,483,455,3
ON,Senin,50.0,400.0,491,458,0
ON,Senin,49.9899,400.0,497,487,1
ON,Senin,50.0167,400.0,516,479,1
ON,Senin,50.0,400.0,519,500,0
ON,Senin,50.0,400.0,508,491,0
ON,Furtuna,49.9431,400.0,507,472,2
ON,Senin,50.0,400.0,505,507,0
ON,Senin,50.0,400.0,514,464,0
ON,Senin,50.0,400.0,480,484,0
ON,Senin,50.0,400.0,508,503,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,511,456,0
ON,Senin,50.0,400.0,495,489,0
ON,Furtuna,49.9519,400.0,506,479,2
ON,Senin,50.0,400.0,510,482,0
ON,Senin,50.0,400.0,482,461,0
ON,Senin,50.0,400.0,514,504,0
ON,Senin,50.0,400.0,518,461,0
ON,Viscol,49.9149,390.0,493,461,3
ON,Senin,50.0,400.0,508,504,0
ON,Senin,50.0048,400.0,508,489,1
ON,Senin,50.0,400.0,519,459,0
ON,Furtuna,49.9302,400.0,489,488,2
ON,Senin,50.0,400.0,490,457,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,498,456,0
ON,Senin,49.983,400.0,490,469,1
ON,Senin,50.0,400.0,495,457,0
ON,Senin,50.0,400.0,499,458,0
ON,Senin,50.0,400.0,484,487,0
ON,Senin,50.0,400.0,501,455,0
ON,Viscol,50.1366,390.0,487,455,3
ON,Senin,50.0,400.0,513,500,0
ON,Senin,50.0,400.0,518,494,0
ON,Senin,50.0,400.0,482,494,0
ON,Senin,49.9839,400.0,502,460,1
ON,Tornada,50.2276,350.0,501,492,4
ON,Senin,50.0,400.0,484,495,0
ON,Senin,50.0,400.0,504,463,0
ON,Tornada,50.4368,350.0,507,465,4
ON,Viscol,49.9086,390.0,494,451,3
ON,Furtuna,50.0006,400.0,495,460,2
ON,Senin,50.0,400.0,504,480,0
ON,Furtuna,49.9253,400.0,505,478,2
ON,Senin,50.0,400.0,498,482,0
ON,Senin,49.9826,400.0,490,465,1
ON,Senin,50.0,400.0,491,456,0
ON,Viscol,49.8672,390.0,484,456,3
ON,Senin,50.0,400.0,500,494,0
ON,Senin,50.0,400.0,502,469,0
ON,Senin,50.0,400.0,516,474,0
ON,Senin,50.0035,400.0,513,476,1
ON,Senin,50.0,400.0,492,497,0
ON,Senin,50.0,400.0,498,478,0
ON,Senin,50.0191,400.0,504,490,1
ON,Senin,49.9966,400.0,514,491,1
ON,Senin,50.0,400.0,512,469,0
ON,Senin,50.0,400.0,481,492,0
ON,Senin,50.0,400.0,480,464,0
ON,Senin,50.0,400.0,484,464,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,493,503,0
ON,Senin,50.002,400.0,503,503,1
ON,Senin,50.0078,400.0,503,459,1
ON,Senin,49.9905,400.0,503,497,1
ON,Senin,50.0,400.0,512,471,0
ON,Senin,50.0,400.0,495,471,0
ON,Senin,50.0,400.0,486,500,0
ON,Furtuna,50.0099,400.0,500,462,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0199,400.0,485,451,1
ON,Senin,50.0,400.0,516,501,0
ON,Senin,50.0,400.0,480,477,0
ON,Senin,50.0,400.0,493,506,0
ON,Tornada,49.5611,350.0,491,488,4
ON,Tornada,49.8954,350.0,502,485,4
ON,Senin,50.0,400.0,485,488,0
ON,Senin,50.0131,400.0,510,490,1
ON,Viscol,49.8619,390.0,499,453,3
ON,Senin,49.9958,400.0,492,504,1
ON,Furtuna,50.0409,400.0,500,462,2
ON,Furtuna,49.9661,400.0,488,465,2
ON,Senin,50.0122,400.0,488,458,1
ON,Furtuna,49.9599,400.0,481,488,2
ON,Senin,50.0,400.0,518,454,0
ON,Senin,50.0,400.0,497,477,0
ON,Senin,50.0,400.0,499,492,0
ON,Senin,50.0,400.0,519,502,0
ON,Senin,50.0136,400.0,495,496,1
ON,Senin,50.0,400.0,516,492,0
ON,Senin,50.0,400.0,495,475,0
ON,Senin,50.0065,400.0,496,467,1
ON,Senin,50.0,400.0,493,465,0
ON,Senin,50.0,400.0,486,451,0
ON,Senin,50.0,400.0,517,506,0
ON,Senin,50.0,400.0,514,486,0
ON,Senin,50.0,400.0,485,483,0
ON,Senin,49.9853,400.0,518,483,1
ON,Furtuna,50.0039,400.0,515,494,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,513,464,0
ON,Viscol,49.9573,390.0,491,504,3
ON,Senin,50.0,400.0,486,451,0
ON,Senin,50.0,400.0,488,451,0
ON,Senin,50.0171,400.0,498,469,1
ON,Senin,49.9892,400.0,480,475,1
ON,Senin,50.0,400.0,483,462,0
ON,Senin,50.0,400.0,498,489,0
ON,Senin,50.0,400.0,500,505,0
ON,Senin,50.0,400.0,516,505,0
ON,Viscol,49.8697,390.0,516,459,3
ON,Senin,50.0,400.0,513,464,0
ON,Furtuna,50.021,400.0,492,485,2
ON,Senin,50.0,400.0,516,501,0
ON,Senin,49.9938,400.0,505,508,1
ON,Senin,50.0188,400.0,494,497,1
ON,Senin,50.0043,400.0,508,480,1
ON,Senin,50.0,400.0,488,482,0
ON,Furtuna,49.9298,400.0,518,503,2
ON,Furtuna,50.0213,400.0,506,479,2
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.013,400.0,499,476,1
ON,Senin,50.0,400.0,509,461,0
ON,Viscol,50.1477,390.0,487,507,3
ON,Senin,50.0,400.0,493,503,0
ON,Tornada,50.3913,350.0,483,501,4
ON,Senin,50.0,400.0,513,466,0
ON,Viscol,50.084,390.0,506,490,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,50.029,390.0,501,507,3
ON,Furtuna,50.0021,400.0,497,497,2
ON,Tornada,50.4762,350.0,482,497,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,504,505,0
ON,Senin,50.0,400.0,501,461,0
ON,Tornada,50.4856,350.0,480,504,4
ON,Senin,49.9806,400.0,512,452,1
ON,Senin,50.0,400.0,517,509,0
ON,Senin,50.0,400.0,507,505,0
ON,Senin,50.0,400.0,500,495,0
ON,Viscol,49.8639,390.0,510,451,3
ON,Senin,50.0,400.0,481,483,0
ON,Tornada,49.5123,350.0,486,464,4
ON,Senin,50.0,400.0,503,478,0
ON,Senin,50.0,400.0,506,452,0
ON,Senin,50.0,400.0,506,455,0
ON,Senin,50.0,400.0,516,504,0
ON,Senin,50.0,400.0,517,458,0
ON,Viscol,50.0671,390.0,509,461,3
ON,Senin,50.0,400.0,498,492,0
ON,Senin,50.0115,400.0,490,509,1
ON,Senin,50.0,400.0,484,479,0
ON,Senin,50.0,400.0,482,502,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,519,507,0
ON,Senin,50.0,400.0,499,474,0
ON,Senin,50.0,400.0,517,474,0
ON,Senin,50.0,400.0,500,493,0
ON,Senin,50.0,400.0,510,459,0
ON,Senin,49.9821,400.0,510,501,1
ON,Senin,50.0,400.0,492,491,0
ON,Senin,50.0,400.0,491,496,0
ON,Viscol,49.9817,390.0,513,466,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9827,400.0,507,472,2
ON,Senin,50.0,400.0,517,509,0
ON,Senin,50.0,400.0,506,499,0
ON,Furtuna,50.0119,400.0,510,479,2
ON,Senin,50.0059,400.0,496,471,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,480,468,0
ON,Viscol,49.8592,390.0,515,470,3
ON,Senin,50.0,400.0,503,497,0
ON,Senin,50.0,400.0,480,497,0
ON,Senin,49.9984,400.0,497,471,1
ON,Senin,50.0063,400.0,504,475,1
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Tornada,49.9606,350.0,514,508,4
ON,Tornada,49.7329,350.0,488,487,4
ON,Senin,50.0,400.0,485,506,0
ON,Senin,49.99,400.0,487,467,1
ON,Senin,50.0,400.0,483,459,0
ON,Senin,50.0,400.0,482,500,0
ON,Senin,50.0,400.0,517,458,0
ON,Tornada,49.811,350.0,488,500,4
ON,Senin,50.0,400.0,497,471,0
ON,Tornada,49.5549,350.0,498,471,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,495,460,0
ON,Senin,50.0078,400.0,480,459,1
ON,Furtuna,50.0149,400.0,482,503,2
ON,Viscol,50.024,390.0,483,474,3
ON,Senin,49.9855,400.0,505,488,1
ON,Senin,50.0,400.0,481,483,0
ON,Senin,50.0,400.0,515,508,0
ON,Senin,50.0,400.0,489,468,0
ON,Viscol,49.8884,390.0,501,491,3
ON,Viscol,49.8707,390.0,481,450,3
ON,Senin,50.0,400.0,517,460,0
ON,Senin,50.0,400.0,484,506,0
ON,Senin,50.0,400.0,492,503,0
ON,Senin,50.0,400.0,496,455,0
ON,Tornada,50.0185,350.0,491,492,4
ON,Senin,50.0,400.0,494,483,0
ON,Viscol,49.9031,390.0,518,454,3
ON,Furtuna,50.0297,400.0,507,467,2
ON,Senin,50.0,400.0,516,479,0
ON,Senin,50.0,400.0,505,489,0
ON,Senin,50.0,400.0,507,454,0
ON,Viscol,50.044,390.0,501,497,3
ON,Furtuna,49.9862,400.0,503,457,2
ON,Senin,50.0,400.0,497,504,0
ON,Senin,50.0,400.0,493,480,0
ON,Senin,49.9873,400.0,508,501,1
ON,Senin,50.0,400.0,506,451,0
ON,Senin,50.0,400.0,504,455,0
ON,Senin,50.0126,400.0,512,489,1
ON,Tornada,50.3908,350.0,496,497,4
ON,Viscol,50.1297,390.0,485,495,3
ON,Furtuna,49.9371,400.0,494,490,2
ON,Viscol,50.0901,390.0,513,488,3
ON,Viscol,50.0645,390.0,489,467,3
ON,Senin,50.0,400.0,490,469,0
ON,Viscol,50.0066,390.0,504,461,3
ON,Tornada,50.4762,350.0,503,466,4
ON,Senin,50.0,400.0,514,469,0
ON,Tornada,50.1055,350.0,507,483,4
ON,Senin,50.0,400.0,483,496,0
ON,Viscol,49.8775,390.0,496,479,3
ON,Senin,49.9819,400.0,510,470,1
ON,Senin,50.0,400.0,491,454,0
ON,Senin,49.9803,400.0,495,451,1
ON,Viscol,49.8526,390.0,502,487,3
ON,Senin,50.0,400.0,514,509,0
ON,Senin,50.0,400.0,504,463,0
ON,Senin,50.0,400.0,505,500,0
ON,Senin,50.0,400.0,489,493,0
ON,Furtuna,49.9251,400.0,516,481,2
ON,Senin,50.0,400.0,505,485,0
ON,Senin,50.0,400.0,513,450,0
ON,Senin,50.0,400.0,510,478,0
ON,Senin,50.0,400.0,512,507,0
ON,Senin,50.0,400.0,484,479,0
ON,Senin,50.0,400.0,513,489,0
ON,Senin,50.0,400.0,483,467,0
ON,Senin,50.0,400.0,511,493,0
ON,Furtuna,50.0297,400.0,489,455,2
ON,Senin,49.9911,400.0,504,470,1
ON,Senin,50.0,400.0,482,484,0
ON,Senin,50.0,400.0,483,462,0
ON,Senin,50.0,400.0,503,502,0
ON,Senin,50.0,400.0,498,466,0
ON,Viscol,50.0755,390.0,487,471,3
ON,Senin,50.0,400.0,509,477,0
ON,Senin,50.0,400.0,512,467,0
ON,Senin,50.0078,400.0,488,457,1
ON,Senin,50.0066,400.0,487,468,1
ON,Senin,50.0,400.0,483,504,0
ON,Furtuna,50.0793,400.0,512,455,2
ON,Viscol,49.8851,390.0,495,463,3
ON,Senin,50.0,400.0,491,456,0
ON,Senin,50.0,400.0,507,490,0
ON,Senin,50.0,400.0,483,454,0
ON,Senin,50.0,400.0,509,463,0
ON,Viscol,49.8568,390.0,482,451,3
ON,Tornada,50.08,350.0,484,451,4
ON,Senin,50.0,400.0,498,503,0
ON,Senin,50.0,400.0,494,451,0
ON,Furtuna,50.0663,400.0,496,494,2
ON,Senin,50.0,400.0,493,476,0
ON,Senin,50.0,400.0,482,477,0
ON,Senin,50.0,400.0,503,465,0
ON,Senin,50.0,400.0,510,464,0
ON,Senin,50.0,400.0,489,488,0
ON,Senin,50.0041,400.0,514,454,1
ON,Senin,50.0191,400.0,500,495,1
ON,Senin,50.0,400.0,482,467,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,483,473,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,506,450,0
ON,Senin,50.0,400.0,512,458,0
ON,Furtuna,50.0299,400.0,505,500,2
ON,Senin,50.0,400.0,488,463,0
ON,Senin,50.0,400.0,502,493,0
ON,Senin,50.0,400.0,517,462,0
ON,Senin,50.006,400.0,488,480,1
ON,Senin,50.0,400.0,516,490,0
ON,Senin,50.0,400.0,507,451,0
ON,Senin,50.0,400.0,482,498,0
ON,Senin,50.0,400.0,496,454,0
ON,Tornada,50.0721,350.0,500,459,4
ON,Senin,50.0,400.0,492,492,0
ON,Senin,50.0,400.0,484,489,0
ON,Senin,50.0,400.0,494,454,0
ON,Senin,50.0,400.0,507,466,0
ON,Senin,50.0,400.0,517,469,0
ON,Senin,50.0,400.0,486,502,0
ON,Tornada,49.9613,350.0,480,504,4
ON,Senin,50.0,400.0,495,478,0
ON,Furtuna,49.9299,400.0,491,493,2
ON,Furtuna,50.0234,400.0,490,503,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,494,505,0
ON,Viscol,50.065,390.0,508,450,3
ON,Senin,50.0,400.0,480,458,0
ON,Senin,50.0,400.0,510,477,0
ON,Senin,50.0,400.0,515,453,0
ON,Senin,50.0,400.0,512,463,0
ON,Furtuna,50.0384,400.0,498,456,2
ON,Senin,50.0,400.0,508,466,0
ON,Senin,50.0,400.0,495,493,0
ON,Senin,50.0,400.0,504,480,0
ON,Senin,50.0,400.0,511,487,0
ON,Senin,50.0,400.0,510,467,0
ON,Senin,50.0,400.0,494,495,0
ON,Senin,50.0,400.0,519,493,0
ON,Tornada,50.3703,350.0,512,499,4
ON,Senin,50.0,400.0,481,465,0
ON,Senin,50.0,400.0,504,497,0
ON,Furtuna,50.0347,400.0,510,477,2
ON,Furtuna,50.0708,400.0,517,464,2
ON,Viscol,49.8819,390.0,514,476,3
ON,Furtuna,49.923,400.0,511,478,2
ON,Furtuna,50.049,400.0,482,467,2
ON,Senin,50.0,400.0,507,476,0
ON,Senin,50.0,400.0,485,494,0
ON,Viscol,49.8584,390.0,516,508,3
ON,Senin,50.0,400.0,492,468,0
ON,Senin,50.0,400.0,509,487,0
ON,Tornada,49.8145,350.0,488,450,4
ON,Senin,49.9939,400.0,505,502,1
ON,Senin,50.0,400.0,509,459,0
ON,Furtuna,50.0744,400.0,507,469,2
ON,Senin,50.0,400.0,483,482,0
ON,Senin,50.0,400.0,489,494,0
ON,Senin,50.0125,400.0,507,492,1
ON,Senin,50.003,400.0,484,509,1
ON,Senin,50.0,400.0,517,451,0
ON,Senin,50.0,400.0,518,485,0
ON,Senin,50.0,400.0,519,503,0
ON,Senin,50.0,400.0,503,450,0
ON,Senin,50.0,400.0,491,491,0
ON,Senin,50.0,400.0,506,491,0
ON,Tornada,50.2601,350.0,518,459,4
ON,Senin,50.0,400.0,497,452,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,488,472,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,507,504,0
ON,Senin,50.0,400.0,514,467,0
ON,Senin,50.0,400.0,505,473,0
ON,Senin,50.0005,400.0,499,469,1
ON,Senin,50.0,400.0,483,476,0
ON,Senin,50.0,400.0,505,506,0
ON,Senin,50.0,400.0,514,452,0
ON,Senin,50.0,400.0,497,507,0
ON,Senin,50.0,400.0,516,502,0
ON,Senin,50.0,400.0,485,483,0
ON,Senin,49.9917,400.0,514,455,1
ON,Senin,50.0084,400.0,493,488,1
ON,Senin,50.0,400.0,493,497,0
ON,Senin,50.0,400.0,482,456,0
ON,Senin,50.0,400.0,496,479,0
ON,Tornada,50.1632,350.0,482,466,4
ON,Senin,50.0,400.0,505,465,0
ON,Viscol,50.0417,390.0,491,487,3
ON,Senin,50.0102,400.0,507,491,1
ON,Senin,49.9803,400.0,482,464,1
ON,Senin,50.0,400.0,494,502,0
ON,Senin,50.0,400.0,485,502,0
ON,Senin,50.0,400.0,481,483,0
ON,Senin,50.0,400.0,515,473,0
ON,Senin,50.0,400.0,487,463,0
ON,Senin,50.0,400.0,512,499,0
ON,Senin,50.0,400.0,506,466,0
ON,Senin,50.0,400.0,516,496,0
ON,Furtuna,50.0071,400.0,509,452,2
ON,Senin,49.9895,400.0,501,500,1
ON,Senin,49.9962,400.0,513,488,1
ON,Furtuna,49.9438,400.0,509,459,2
ON,Furtuna,49.9989,400.0,491,501,2
ON,Senin,50.0,400.0,512,461,0
ON,Senin,50.0,400.0,513,461,0
ON,Senin,49.9844,400.0,490,458,1
ON,Senin,50.0058,400.0,484,459,1
ON,Senin,50.0,400.0,510,477,0
ON,Senin,50.0,400.0,484,476,0
ON,Senin,50.0,400.0,508,503,0
ON,Viscol,49.8521,390.0,483,508,3
ON,Senin,50.0148,400.0,491,504,1
ON,Senin,50.0143,400.0,492,501,1
ON,Senin,50.0,400.0,503,479,0
ON,Senin,50.0,400.0,514,453,0
ON,Senin,50.0,400.0,513,465,0
ON,Senin,49.9853,400.0,515,473,1
ON,Senin,50.0,400.0,486,490,0
ON,Viscol,50.0295,390.0,512,489,3
ON,Senin,50.0,400.0,519,509,0
ON,Senin,50.0,400.0,510,468,0
ON,Senin,50.0,400.0,495,472,0
ON,Senin,49.9926,400.0,517,497,1
ON,Senin,50.0,400.0,483,478,0
ON,Senin,50.0,400.0,505,455,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.993,400.0,519,462,1
ON,Senin,50.0,400.0,493,463,0
ON,Senin,50.0,400.0,490,476,0
ON,Senin,50.0,400.0,488,488,0
ON,Senin,50.0,400.0,491,491,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0189,400.0,496,488,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,519,465,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9664,400.0,515,462,2
ON,Senin,50.0,400.0,480,472,0
ON,Furtuna,50.07,400.0,514,474,2
ON,Senin,50.0,400.0,509,486,0
ON,Senin,50.0,400.0,484,461,0
ON,Senin,50.0,400.0,506,500,0
ON,Senin,50.0,400.0,487,508,0
ON,Senin,50.0,400.0,501,486,0
ON,Tornada,49.5369,350.0,507,471,4
ON,Senin,50.0,400.0,481,504,0
ON,Senin,50.0,400.0,516,457,0
ON,Senin,50.0,400.0,494,459,0
ON,Senin,50.0,400.0,482,484,0
ON,Senin,50.0,400.0,503,493,0
ON,Senin,50.0176,400.0,506,455,1
ON,Furtuna,49.9727,400.0,489,461,2
